timestamp,server,cpu_pct,memory_mb,disk_io_mbps,network_mbps,request_count,error_count
2025-10-05T15:40:00,web-01,21.4,2265,44.48,46.19,294,1
2025-10-05T15:40:00,web-02,12.0,6836,3.15,19.26,271,5
2025-10-05T15:40:00,worker-01,54.2,7160,10.85,18.49,261,3
2025-10-05T15:40:00,db-primary,78.5,1889,38.11,97.72,250,1
2025-10-05T15:45:00,web-01,94.8,869,4.81,5.24,274,5
2025-10-05T15:45:00,web-02,90.5,7258,12.13,13.04,350,0
2025-10-05T15:45:00,worker-01,57.6,6050,29.42,73.79,350,3
2025-10-05T15:45:00,db-primary,36.3,2690,19.63,52.54,255,4
2025-10-05T15:50:00,web-01,89.2,5536,25.67,48.34,45,0
2025-10-05T15:50:00,web-02,70.4,4898,0.42,45.32,14,0
2025-10-05T15:50:00,worker-01,44.7,1684,28.13,79.4,335,0
2025-10-05T15:50:00,db-primary,82.3,6025,36.12,26.35,455,7
2025-10-05T15:55:00,web-01,79.6,7761,31.89,22.18,495,1
2025-10-05T15:55:00,web-02,24.6,7421,47.76,99.73,425,2
2025-10-05T15:55:00,worker-01,78.8,7495,13.83,50.23,126,2
2025-10-05T15:55:00,db-primary,38.7,5645,12.78,51.88,66,1
2025-10-05T16:00:00,web-01,17.9,3910,8.84,65.65,130,0
2025-10-05T16:00:00,web-02,72.7,4011,43.8,21.91,404,7
2025-10-05T16:00:00,worker-01,50.4,7644,27.27,94.59,164,3
2025-10-05T16:00:00,db-primary,93.6,3413,12.7,85.73,221,1
2025-10-05T16:05:00,web-01,49.2,2270,41.46,30.98,356,2
2025-10-05T16:05:00,web-02,37.3,1632,11.12,9.19,317,5
2025-10-05T16:05:00,worker-01,51.6,7389,12.45,28.61,399,1
2025-10-05T16:05:00,db-primary,47.1,3217,14.97,59.37,88,1
2025-10-05T16:10:00,web-01,74.6,4020,40.99,77.6,244,3
2025-10-05T16:10:00,web-02,51.5,5011,39.38,37.01,129,2
2025-10-05T16:10:00,worker-01,85.4,4929,20.72,60.7,254,3
2025-10-05T16:10:00,db-primary,49.9,2535,25.2,77.43,145,2
2025-10-05T16:15:00,web-01,36.4,7719,30.27,54.95,167,1
2025-10-05T16:15:00,web-02,75.3,4136,36.26,69.07,82,0
2025-10-05T16:15:00,worker-01,49.1,7673,33.29,62.56,89,1
2025-10-05T16:15:00,db-primary,30.1,4871,28.6,33.27,288,1
2025-10-05T16:20:00,web-01,89.0,5960,12.41,43.8,384,1
2025-10-05T16:20:00,web-02,5.3,6983,4.02,4.91,456,8
2025-10-05T16:20:00,worker-01,13.4,4356,41.86,14.95,81,1
2025-10-05T16:20:00,db-primary,42.4,4911,25.09,51.24,74,1
2025-10-05T16:25:00,web-01,48.5,4915,33.19,24.1,418,0
2025-10-05T16:25:00,web-02,76.0,2429,34.54,45.17,137,1
2025-10-05T16:25:00,worker-01,94.6,1640,26.81,87.43,410,3
2025-10-05T16:25:00,db-primary,93.1,4848,16.69,24.73,161,2
2025-10-05T16:30:00,web-01,30.4,6315,8.38,82.95,114,0
2025-10-05T16:30:00,web-02,46.4,3859,40.96,1.67,474,0
2025-10-05T16:30:00,worker-01,33.4,2212,8.65,48.84,224,1
2025-10-05T16:30:00,db-primary,9.7,3129,14.96,2.54,367,4
2025-10-05T16:35:00,web-01,60.0,5865,32.31,23.62,436,6
2025-10-05T16:35:00,web-02,33.7,3552,49.45,26.12,152,0
2025-10-05T16:35:00,worker-01,32.6,6863,34.67,21.25,68,0
2025-10-05T16:35:00,db-primary,81.6,2728,21.45,83.9,312,6
2025-10-05T16:40:00,web-01,73.4,5726,25.11,52.01,241,3
2025-10-05T16:40:00,web-02,79.1,3190,26.56,54.36,274,1
2025-10-05T16:40:00,worker-01,64.5,7777,27.04,13.81,134,1
2025-10-05T16:40:00,db-primary,21.0,6577,11.08,68.14,79,0
2025-10-05T16:45:00,web-01,58.4,4482,5.4,69.31,108,0
2025-10-05T16:45:00,web-02,7.2,3253,40.41,96.86,458,4
2025-10-05T16:45:00,worker-01,8.2,1109,20.45,86.01,423,8
2025-10-05T16:45:00,db-primary,31.8,7071,6.9,76.7,24,0
2025-10-05T16:50:00,web-01,32.1,6391,21.54,96.11,131,0
2025-10-05T16:50:00,web-02,60.9,6273,26.43,70.85,428,6
2025-10-05T16:50:00,worker-01,7.6,1860,25.01,97.77,56,1
2025-10-05T16:50:00,db-primary,92.9,2648,35.27,12.32,259,0
2025-10-05T16:55:00,web-01,74.5,7776,0.8,35.08,190,3
2025-10-05T16:55:00,web-02,39.1,2341,25.85,40.12,104,2
2025-10-05T16:55:00,worker-01,73.8,1938,37.13,80.11,464,3
2025-10-05T16:55:00,db-primary,65.1,4807,17.64,95.36,270,1
2025-10-05T17:00:00,web-01,8.6,2614,22.9,40.14,115,0
2025-10-05T17:00:00,web-02,88.8,3329,17.59,44.65,428,0
2025-10-05T17:00:00,worker-01,34.7,5575,17.15,13.32,111,1
2025-10-05T17:00:00,db-primary,55.3,2727,6.02,37.73,100,2
2025-10-05T17:05:00,web-01,76.0,3011,14.48,50.95,7,0
2025-10-05T17:05:00,web-02,13.8,4316,45.79,37.16,393,6
2025-10-05T17:05:00,worker-01,44.2,6916,4.68,32.59,200,1
2025-10-05T17:05:00,db-primary,20.1,2968,3.6,20.98,67,1
2025-10-05T17:10:00,web-01,71.4,4006,47.55,66.14,78,1
2025-10-05T17:10:00,web-02,18.7,1299,34.57,55.54,456,5
2025-10-05T17:10:00,worker-01,86.7,3376,49.64,1.44,440,5
2025-10-05T17:10:00,db-primary,54.0,1133,18.09,14.5,92,0
2025-10-05T17:15:00,web-01,44.8,3223,6.87,78.03,223,4
2025-10-05T17:15:00,web-02,24.0,7062,42.38,85.43,349,4
2025-10-05T17:15:00,worker-01,40.0,7686,19.75,49.31,355,4
2025-10-05T17:15:00,db-primary,34.9,6389,42.53,37.29,497,8
2025-10-05T17:20:00,web-01,83.1,6722,26.8,74.9,247,3
2025-10-05T17:20:00,web-02,36.0,5849,24.68,37.81,396,0
2025-10-05T17:20:00,worker-01,12.7,841,45.62,48.38,25,1
2025-10-05T17:20:00,db-primary,26.7,7204,19.91,35.42,116,0
2025-10-05T17:25:00,web-01,67.3,7546,27.5,39.48,240,2
2025-10-05T17:25:00,web-02,33.0,1045,3.5,98.33,312,1
2025-10-05T17:25:00,worker-01,80.2,2774,0.69,9.19,80,1
2025-10-05T17:25:00,db-primary,55.5,775,43.59,22.5,257,4
2025-10-05T17:30:00,web-01,91.3,7756,31.44,66.83,83,0
2025-10-05T17:30:00,web-02,60.8,3935,31.87,90.37,71,0
2025-10-05T17:30:00,worker-01,72.4,3358,31.19,94.28,99,1
2025-10-05T17:30:00,db-primary,18.6,2864,17.65,69.73,453,7
2025-10-05T17:35:00,web-01,11.3,764,23.35,15.98,437,7
2025-10-05T17:35:00,web-02,36.1,2684,9.87,39.4,164,0
2025-10-05T17:35:00,worker-01,83.1,6717,37.22,72.3,329,0
2025-10-05T17:35:00,db-primary,80.3,7190,19.33,63.43,118,2
2025-10-05T17:40:00,web-01,85.7,5663,29.27,12.37,33,1
2025-10-05T17:40:00,web-02,79.4,5065,21.41,68.36,223,1
2025-10-05T17:40:00,worker-01,85.1,2573,22.24,9.95,374,3
2025-10-05T17:40:00,db-primary,17.2,1409,36.93,55.55,417,0
2025-10-05T17:45:00,web-01,87.2,3094,37.75,29.66,218,1
2025-10-05T17:45:00,web-02,29.0,1317,23.58,25.22,108,0
2025-10-05T17:45:00,worker-01,36.4,2512,43.74,58.32,426,0
2025-10-05T17:45:00,db-primary,92.1,6108,3.63,98.52,276,2
2025-10-05T17:50:00,web-01,62.4,6003,12.79,83.56,414,3
2025-10-05T17:50:00,web-02,39.8,7146,48.6,80.62,109,1
2025-10-05T17:50:00,worker-01,68.3,2152,11.54,8.65,366,6
2025-10-05T17:50:00,db-primary,79.8,5109,38.68,70.46,317,5
2025-10-05T17:55:00,web-01,12.2,2585,41.39,53.79,181,3
2025-10-05T17:55:00,web-02,78.1,7370,36.12,31.88,139,2
2025-10-05T17:55:00,worker-01,76.1,5540,2.86,97.65,333,5
2025-10-05T17:55:00,db-primary,6.2,1794,42.63,42.2,288,2
2025-10-05T18:00:00,web-01,77.4,1869,22.36,90.36,175,3
2025-10-05T18:00:00,web-02,89.3,1188,24.92,29.46,47,0
2025-10-05T18:00:00,worker-01,48.5,7129,0.66,44.66,449,0
2025-10-05T18:00:00,db-primary,92.0,5589,32.24,23.66,123,1
2025-10-05T18:05:00,web-01,92.3,1398,24.39,70.98,30,0
2025-10-05T18:05:00,web-02,34.3,1005,3.15,73.24,388,0
2025-10-05T18:05:00,worker-01,52.7,5441,26.47,34.07,135,0
2025-10-05T18:05:00,db-primary,75.0,3536,44.8,5.85,247,3
2025-10-05T18:10:00,web-01,77.8,2551,31.95,46.2,129,1
2025-10-05T18:10:00,web-02,40.5,4008,4.94,56.99,244,3
2025-10-05T18:10:00,worker-01,17.2,5113,9.75,79.26,391,2
2025-10-05T18:10:00,db-primary,70.3,5383,35.91,5.88,477,8
2025-10-05T18:15:00,web-01,6.0,1228,2.82,41.8,22,0
2025-10-05T18:15:00,web-02,46.9,4469,39.55,88.73,406,7
2025-10-05T18:15:00,worker-01,17.8,7520,46.86,53.95,182,0
2025-10-05T18:15:00,db-primary,58.7,2751,27.86,14.07,397,5
2025-10-05T18:20:00,web-01,11.8,5472,41.97,21.53,223,1
2025-10-05T18:20:00,web-02,22.0,6271,20.66,55.56,142,2
2025-10-05T18:20:00,worker-01,89.5,2599,13.2,61.72,225,2
2025-10-05T18:20:00,db-primary,26.8,1297,13.72,19.63,284,1
2025-10-05T18:25:00,web-01,58.8,6892,10.8,16.85,350,4
2025-10-05T18:25:00,web-02,15.7,3527,13.89,52.93,222,2
2025-10-05T18:25:00,worker-01,60.8,1343,18.53,84.18,262,0
2025-10-05T18:25:00,db-primary,35.6,6226,29.34,73.96,66,0
2025-10-05T18:30:00,web-01,13.6,7286,26.23,72.4,179,0
2025-10-05T18:30:00,web-02,33.9,5193,29.54,5.85,444,8
2025-10-05T18:30:00,worker-01,93.5,1791,31.01,58.75,217,3
2025-10-05T18:30:00,db-primary,37.5,940,47.47,21.17,316,5
2025-10-05T18:35:00,web-01,89.8,7183,25.11,41.82,86,1
2025-10-05T18:35:00,web-02,85.3,772,18.74,56.43,397,4
2025-10-05T18:35:00,worker-01,51.1,5963,42.7,84.92,85,0
2025-10-05T18:35:00,db-primary,7.7,5160,22.7,32.29,483,7
2025-10-05T18:40:00,web-01,36.0,5866,45.92,11.3,145,1
2025-10-05T18:40:00,web-02,17.5,3028,9.08,66.24,344,3
2025-10-05T18:40:00,worker-01,81.7,3744,12.41,19.57,162,3
2025-10-05T18:40:00,db-primary,46.2,5432,32.42,75.14,447,7
2025-10-05T18:45:00,web-01,14.3,6634,39.83,97.13,109,2
2025-10-05T18:45:00,web-02,83.6,7238,11.36,34.52,378,4
2025-10-05T18:45:00,worker-01,26.7,1397,35.67,83.5,204,3
2025-10-05T18:45:00,db-primary,77.2,3507,22.37,14.25,12,1
2025-10-05T18:50:00,web-01,53.0,4713,25.28,69.12,103,1
2025-10-05T18:50:00,web-02,60.6,6013,12.93,80.2,185,3
2025-10-05T18:50:00,worker-01,81.0,1224,26.74,53.36,90,1
2025-10-05T18:50:00,db-primary,48.4,861,4.6,98.58,11,0
2025-10-05T18:55:00,web-01,64.7,1615,46.69,0.94,17,0
2025-10-05T18:55:00,web-02,46.6,3935,44.07,99.37,162,2
2025-10-05T18:55:00,worker-01,48.9,7418,4.62,39.39,187,3
2025-10-05T18:55:00,db-primary,73.3,3855,0.71,69.3,240,3
2025-10-05T19:00:00,web-01,14.6,6422,37.7,90.45,399,1
2025-10-05T19:00:00,web-02,26.5,1950,48.86,98.26,341,2
2025-10-05T19:00:00,worker-01,25.8,7558,45.46,54.89,90,1
2025-10-05T19:00:00,db-primary,26.8,2832,2.91,60.62,334,2
2025-10-05T19:05:00,web-01,53.6,7012,49.12,94.25,342,4
2025-10-05T19:05:00,web-02,93.0,2312,35.58,16.73,21,1
2025-10-05T19:05:00,worker-01,94.6,4317,43.35,48.59,296,1
2025-10-05T19:05:00,db-primary,34.2,5672,46.34,1.6,370,3
2025-10-05T19:10:00,web-01,15.7,2469,13.16,15.59,4,0
2025-10-05T19:10:00,web-02,81.4,3767,17.84,27.78,107,0
2025-10-05T19:10:00,worker-01,10.2,2639,45.47,57.09,354,0
2025-10-05T19:10:00,db-primary,41.5,7129,30.96,28.19,170,1
2025-10-05T19:15:00,web-01,8.6,6435,20.86,22.76,379,7
2025-10-05T19:15:00,web-02,18.9,4820,4.48,6.67,109,0
2025-10-05T19:15:00,worker-01,18.5,1980,28.66,21.75,203,1
2025-10-05T19:15:00,db-primary,79.3,5457,46.98,74.69,54,0
2025-10-05T19:20:00,web-01,69.8,2971,25.47,44.77,123,1
2025-10-05T19:20:00,web-02,86.3,850,32.95,87.39,340,5
2025-10-05T19:20:00,worker-01,21.0,1849,13.36,65.53,59,0
2025-10-05T19:20:00,db-primary,31.6,5020,29.76,0.93,287,5
2025-10-05T19:25:00,web-01,36.4,563,13.75,89.4,292,3
2025-10-05T19:25:00,web-02,63.8,4907,38.16,95.68,4,0
2025-10-05T19:25:00,worker-01,21.8,7216,2.32,33.13,434,8
2025-10-05T19:25:00,db-primary,35.0,3601,33.8,85.58,257,5
2025-10-05T19:30:00,web-01,72.9,3990,18.69,91.29,488,8
2025-10-05T19:30:00,web-02,66.3,2835,48.62,84.85,219,4
2025-10-05T19:30:00,worker-01,71.7,1386,22.8,90.61,249,2
2025-10-05T19:30:00,db-primary,47.0,6113,0.72,91.88,337,5
2025-10-05T19:35:00,web-01,83.3,6061,41.82,51.01,495,8
2025-10-05T19:35:00,web-02,8.0,4164,15.35,47.23,49,0
2025-10-05T19:35:00,worker-01,80.6,4594,29.55,79.34,0,1
2025-10-05T19:35:00,db-primary,15.9,6995,48.97,37.32,12,1
2025-10-05T19:40:00,web-01,90.7,3249,38.91,68.66,222,2
2025-10-05T19:40:00,web-02,60.5,4677,15.74,79.71,140,2
2025-10-05T19:40:00,worker-01,29.2,5841,36.3,54.25,282,5
2025-10-05T19:40:00,db-primary,78.7,6382,9.95,24.34,466,4
2025-10-05T19:45:00,web-01,55.6,5438,41.91,88.79,234,2
2025-10-05T19:45:00,web-02,92.4,2552,42.03,80.71,24,0
2025-10-05T19:45:00,worker-01,17.5,4656,44.98,6.45,192,0
2025-10-05T19:45:00,db-primary,11.4,1818,18.87,33.16,306,0
2025-10-05T19:50:00,web-01,76.2,3284,45.11,23.39,258,3
2025-10-05T19:50:00,web-02,45.8,5778,0.3,2.69,178,3
2025-10-05T19:50:00,worker-01,40.5,1279,27.96,37.74,273,5
2025-10-05T19:50:00,db-primary,85.6,1726,18.49,90.93,74,1
2025-10-05T19:55:00,web-01,67.2,7202,45.42,40.33,357,3
2025-10-05T19:55:00,web-02,35.6,4778,12.45,22.45,275,3
2025-10-05T19:55:00,worker-01,62.0,4454,19.65,68.05,462,0
2025-10-05T19:55:00,db-primary,49.2,5984,6.78,0.82,191,0
2025-10-05T20:00:00,web-01,83.3,2510,15.73,45.96,190,2
2025-10-05T20:00:00,web-02,51.9,4429,20.39,86.08,351,3
2025-10-05T20:00:00,worker-01,74.2,6358,3.12,60.81,10,0
2025-10-05T20:00:00,db-primary,56.3,3303,21.24,95.63,287,0
2025-10-05T20:05:00,web-01,87.4,6944,29.32,30.12,91,0
2025-10-05T20:05:00,web-02,66.1,530,33.45,97.41,92,1
2025-10-05T20:05:00,worker-01,47.0,5466,4.13,84.13,320,0
2025-10-05T20:05:00,db-primary,6.1,2820,14.38,57.46,301,0
2025-10-05T20:10:00,web-01,19.3,4578,10.76,69.56,167,0
2025-10-05T20:10:00,web-02,89.7,4672,15.43,74.0,382,4
2025-10-05T20:10:00,worker-01,26.3,4214,49.67,85.3,256,5
2025-10-05T20:10:00,db-primary,66.9,3196,15.43,46.54,29,1
2025-10-05T20:15:00,web-01,73.9,6463,4.57,35.21,13,1
2025-10-05T20:15:00,web-02,52.0,1994,19.23,3.42,303,2
2025-10-05T20:15:00,worker-01,34.6,7624,8.73,73.5,143,0
2025-10-05T20:15:00,db-primary,11.0,6469,48.7,11.79,424,6
2025-10-05T20:20:00,web-01,54.2,1606,23.32,23.08,295,0
2025-10-05T20:20:00,web-02,13.6,3193,2.52,75.71,420,6
2025-10-05T20:20:00,worker-01,24.8,7164,39.94,61.95,34,1
2025-10-05T20:20:00,db-primary,23.4,4709,39.71,46.02,120,2
2025-10-05T20:25:00,web-01,8.7,3256,39.62,12.49,39,1
2025-10-05T20:25:00,web-02,68.7,3380,14.42,29.69,5,1
2025-10-05T20:25:00,worker-01,80.3,3745,24.73,25.86,98,1
2025-10-05T20:25:00,db-primary,65.4,6943,7.54,81.14,417,7
2025-10-05T20:30:00,web-01,36.5,1749,41.89,37.25,418,1
2025-10-05T20:30:00,web-02,55.3,7100,22.83,10.04,445,4
2025-10-05T20:30:00,worker-01,23.7,5682,38.95,5.99,450,1
2025-10-05T20:30:00,db-primary,10.9,4526,10.41,65.72,172,2
2025-10-05T20:35:00,web-01,57.3,6902,39.29,50.2,485,6
2025-10-05T20:35:00,web-02,27.8,5516,35.76,45.65,215,4
2025-10-05T20:35:00,worker-01,18.7,4440,32.18,25.35,320,6
2025-10-05T20:35:00,db-primary,72.8,604,14.21,14.53,3,1
2025-10-05T20:40:00,web-01,35.2,2050,10.04,95.09,250,3
2025-10-05T20:40:00,web-02,48.6,3157,42.21,71.13,252,5
2025-10-05T20:40:00,worker-01,75.5,7449,22.3,64.98,196,2
2025-10-05T20:40:00,db-primary,83.3,3513,0.16,93.37,34,1
2025-10-05T20:45:00,web-01,37.9,3638,14.11,9.38,205,2
2025-10-05T20:45:00,web-02,41.7,4675,32.24,19.19,243,2
2025-10-05T20:45:00,worker-01,18.5,2425,23.63,76.97,296,4
2025-10-05T20:45:00,db-primary,28.8,2772,5.29,78.99,237,0
2025-10-05T20:50:00,web-01,20.1,4647,23.28,22.78,217,3
2025-10-05T20:50:00,web-02,20.1,4126,42.28,21.75,185,3
2025-10-05T20:50:00,worker-01,80.5,5941,44.62,47.97,418,8
2025-10-05T20:50:00,db-primary,46.7,1555,44.47,40.2,213,1
2025-10-05T20:55:00,web-01,16.7,777,39.36,12.35,103,2
2025-10-05T20:55:00,web-02,62.9,3914,49.18,69.67,148,1
2025-10-05T20:55:00,worker-01,78.3,5353,2.23,48.04,288,2
2025-10-05T20:55:00,db-primary,86.7,2000,5.37,36.83,443,7
2025-10-05T21:00:00,web-01,7.8,6817,48.49,21.04,248,3
2025-10-05T21:00:00,web-02,40.8,1669,44.85,45.07,248,3
2025-10-05T21:00:00,worker-01,24.5,4028,5.92,8.59,366,3
2025-10-05T21:00:00,db-primary,27.7,4613,46.68,26.34,491,8
2025-10-05T21:05:00,web-01,10.2,6561,21.73,25.74,126,2
2025-10-05T21:05:00,web-02,65.0,1205,42.88,4.76,214,3
2025-10-05T21:05:00,worker-01,7.8,4340,41.67,62.06,85,1
2025-10-05T21:05:00,db-primary,19.8,7206,41.83,32.59,122,1
2025-10-05T21:10:00,web-01,56.2,5158,48.22,90.8,458,7
2025-10-05T21:10:00,web-02,6.5,853,31.57,41.71,449,3
2025-10-05T21:10:00,worker-01,34.7,5451,20.58,47.22,325,0
2025-10-05T21:10:00,db-primary,83.5,885,37.97,57.81,205,2
2025-10-05T21:15:00,web-01,79.7,6888,17.99,81.31,346,2
2025-10-05T21:15:00,web-02,43.1,5210,4.35,90.04,173,0
2025-10-05T21:15:00,worker-01,92.2,4604,20.26,17.03,403,2
2025-10-05T21:15:00,db-primary,22.2,5463,18.75,12.11,228,2
2025-10-05T21:20:00,web-01,43.0,2318,12.41,62.46,11,1
2025-10-05T21:20:00,web-02,13.0,7777,17.85,93.34,331,4
2025-10-05T21:20:00,worker-01,54.9,6999,33.94,9.78,476,0
2025-10-05T21:20:00,db-primary,66.5,7038,40.25,30.53,172,3
2025-10-05T21:25:00,web-01,58.0,4736,31.06,96.01,352,1
2025-10-05T21:25:00,web-02,45.8,1220,35.51,31.93,141,2
2025-10-05T21:25:00,worker-01,61.0,6149,49.31,44.83,182,2
2025-10-05T21:25:00,db-primary,27.0,1440,7.84,60.96,24,1
2025-10-05T21:30:00,web-01,53.1,6799,0.6,62.89,390,3
2025-10-05T21:30:00,web-02,53.9,6079,35.66,93.83,346,6
2025-10-05T21:30:00,worker-01,80.1,3032,13.26,65.05,358,4
2025-10-05T21:30:00,db-primary,24.3,5446,47.69,51.5,113,2
2025-10-05T21:35:00,web-01,6.0,3829,28.54,17.44,355,6
2025-10-05T21:35:00,web-02,78.5,4003,18.09,35.22,6,1
2025-10-05T21:35:00,worker-01,74.2,3530,39.94,40.77,395,4
2025-10-05T21:35:00,db-primary,58.5,5490,11.7,87.0,178,2
2025-10-05T21:40:00,web-01,53.2,4791,49.15,58.93,5,1
2025-10-05T21:40:00,web-02,74.1,1648,5.91,77.71,261,2
2025-10-05T21:40:00,worker-01,48.3,4151,19.83,10.38,251,4
2025-10-05T21:40:00,db-primary,29.0,5751,40.85,70.08,83,0
2025-10-05T21:45:00,web-01,17.8,809,44.87,49.71,365,0
2025-10-05T21:45:00,web-02,81.4,3907,44.86,98.98,352,6
2025-10-05T21:45:00,worker-01,29.8,2345,30.01,42.62,320,0
2025-10-05T21:45:00,db-primary,22.4,6976,35.45,50.01,105,1
2025-10-05T21:50:00,web-01,51.5,1455,17.29,26.68,239,4
2025-10-05T21:50:00,web-02,53.5,6892,3.12,25.2,374,2
2025-10-05T21:50:00,worker-01,55.2,6356,7.54,18.27,398,6
2025-10-05T21:50:00,db-primary,54.8,3202,2.3,60.67,66,1
2025-10-05T21:55:00,web-01,12.7,2409,3.22,34.53,247,0
2025-10-05T21:55:00,web-02,64.5,2381,39.44,17.41,152,2
2025-10-05T21:55:00,worker-01,59.6,6825,27.9,89.81,47,0
2025-10-05T21:55:00,db-primary,21.5,1595,37.1,32.54,490,1
2025-10-05T22:00:00,web-01,35.0,4641,4.51,10.18,267,5
2025-10-05T22:00:00,web-02,46.5,4223,42.65,49.56,121,1
2025-10-05T22:00:00,worker-01,75.9,7284,32.52,67.08,111,2
2025-10-05T22:00:00,db-primary,64.5,1003,49.67,5.37,224,4
2025-10-05T22:05:00,web-01,83.4,702,6.73,41.21,118,2
2025-10-05T22:05:00,web-02,90.5,3770,4.33,54.83,239,3
2025-10-05T22:05:00,worker-01,39.0,2025,7.22,94.22,220,0
2025-10-05T22:05:00,db-primary,55.1,5456,17.5,22.82,361,4
2025-10-05T22:10:00,web-01,45.7,2773,1.95,8.67,225,3
2025-10-05T22:10:00,web-02,8.7,2809,1.98,53.48,216,3
2025-10-05T22:10:00,worker-01,94.5,2247,31.51,86.63,415,4
2025-10-05T22:10:00,db-primary,54.8,817,18.11,82.53,429,8
2025-10-05T22:15:00,web-01,55.7,7184,2.19,35.55,247,2
2025-10-05T22:15:00,web-02,36.4,3404,17.43,6.71,441,5
2025-10-05T22:15:00,worker-01,17.6,7304,42.11,39.36,22,1
2025-10-05T22:15:00,db-primary,71.9,4059,37.61,60.87,355,1
2025-10-05T22:20:00,web-01,38.5,988,21.5,80.98,37,1
2025-10-05T22:20:00,web-02,58.8,7305,40.18,49.75,448,1
2025-10-05T22:20:00,worker-01,7.2,2096,5.15,4.31,166,2
2025-10-05T22:20:00,db-primary,8.3,609,18.88,93.6,292,5
2025-10-05T22:25:00,web-01,84.6,3494,8.9,40.3,467,7
2025-10-05T22:25:00,web-02,24.5,6187,4.68,32.77,365,2
2025-10-05T22:25:00,worker-01,63.0,2125,4.66,73.86,308,4
2025-10-05T22:25:00,db-primary,48.6,6513,31.84,15.76,178,3
2025-10-05T22:30:00,web-01,65.6,945,12.45,75.56,331,4
2025-10-05T22:30:00,web-02,90.1,5405,47.27,76.29,42,0
2025-10-05T22:30:00,worker-01,58.8,651,40.66,56.14,43,0
2025-10-05T22:30:00,db-primary,93.8,922,15.0,74.63,482,8
2025-10-05T22:35:00,web-01,78.4,2121,42.63,1.11,449,2
2025-10-05T22:35:00,web-02,85.9,1977,28.42,70.44,355,3
2025-10-05T22:35:00,worker-01,85.8,3458,35.31,11.75,243,0
2025-10-05T22:35:00,db-primary,38.0,6026,1.03,45.35,55,1
2025-10-05T22:40:00,web-01,24.8,3785,12.51,15.07,416,8
2025-10-05T22:40:00,web-02,69.0,6138,49.81,37.99,75,0
2025-10-05T22:40:00,worker-01,72.1,1412,39.22,83.99,121,0
2025-10-05T22:40:00,db-primary,92.6,2744,48.69,86.79,143,2
2025-10-05T22:45:00,web-01,27.5,6062,38.85,57.85,457,3
2025-10-05T22:45:00,web-02,9.8,6037,2.5,4.41,278,1
2025-10-05T22:45:00,worker-01,23.1,1192,48.01,58.68,431,4
2025-10-05T22:45:00,db-primary,36.6,3813,17.57,26.86,125,1
2025-10-05T22:50:00,web-01,82.7,5417,37.96,66.04,114,0
2025-10-05T22:50:00,web-02,50.3,4643,1.43,20.53,365,1
2025-10-05T22:50:00,worker-01,32.0,3522,27.82,41.0,500,3
2025-10-05T22:50:00,db-primary,58.8,5605,19.5,66.5,93,0
2025-10-05T22:55:00,web-01,68.0,5152,29.14,37.99,255,3
2025-10-05T22:55:00,web-02,25.0,5848,15.86,22.88,170,1
2025-10-05T22:55:00,worker-01,18.3,3696,6.24,36.59,95,0
2025-10-05T22:55:00,db-primary,64.0,1516,28.47,83.27,1,1
2025-10-05T23:00:00,web-01,22.6,2278,36.37,7.16,228,1
2025-10-05T23:00:00,web-02,13.1,787,44.87,65.49,211,3
2025-10-05T23:00:00,worker-01,62.0,2027,43.8,70.93,265,5
2025-10-05T23:00:00,db-primary,11.9,6501,40.67,3.55,438,0
2025-10-05T23:05:00,web-01,87.1,916,14.38,5.93,331,1
2025-10-05T23:05:00,web-02,94.7,6678,23.09,89.61,447,4
2025-10-05T23:05:00,worker-01,77.0,3506,29.15,28.78,438,4
2025-10-05T23:05:00,db-primary,65.3,6009,47.12,68.16,61,1
2025-10-05T23:10:00,web-01,21.4,927,47.41,16.4,301,4
2025-10-05T23:10:00,web-02,16.0,5996,11.11,3.34,411,6
2025-10-05T23:10:00,worker-01,79.8,1091,34.95,84.6,326,4
2025-10-05T23:10:00,db-primary,10.1,6974,34.8,68.58,87,1
2025-10-05T23:15:00,web-01,69.4,5619,40.02,22.44,243,0
2025-10-05T23:15:00,web-02,92.8,6096,4.53,93.62,245,0
2025-10-05T23:15:00,worker-01,80.2,4474,5.02,14.54,9,1
2025-10-05T23:15:00,db-primary,27.4,2745,36.15,12.06,330,0
2025-10-05T23:20:00,web-01,54.9,4440,12.5,52.44,314,4
2025-10-05T23:20:00,web-02,19.6,5838,45.99,40.21,279,3
2025-10-05T23:20:00,worker-01,37.6,5848,34.29,63.94,361,1
2025-10-05T23:20:00,db-primary,6.1,5222,44.38,62.21,234,3
2025-10-05T23:25:00,web-01,12.3,1504,40.67,82.35,250,3
2025-10-05T23:25:00,web-02,37.4,4769,46.47,44.37,427,7
2025-10-05T23:25:00,worker-01,87.3,5389,17.28,90.48,153,0
2025-10-05T23:25:00,db-primary,88.8,7341,41.87,87.57,126,0
2025-10-05T23:30:00,web-01,17.2,3015,48.65,66.63,408,1
2025-10-05T23:30:00,web-02,53.0,526,23.34,8.17,13,1
2025-10-05T23:30:00,worker-01,42.4,3461,1.61,4.63,89,1
2025-10-05T23:30:00,db-primary,17.6,789,29.22,34.65,232,1
2025-10-05T23:35:00,web-01,17.8,2892,10.32,69.95,474,9
2025-10-05T23:35:00,web-02,59.7,2339,47.12,96.28,52,0
2025-10-05T23:35:00,worker-01,48.1,3579,18.57,67.33,341,4
